GeneName;ID;baseMean;log2FC;pval;padj
Thyn1;ENSMUSG00000035443;21.52058208;-0.311015018;0.440625206;0.99995239
Emc7;ENSMUSG00000055943;66.71380445;0.231870824;0.440722853;0.99995239
Atp5g1;ENSMUSG00000006057;52.48630852;-0.176907252;0.440854385;0.99995239
Iqce;ENSMUSG00000036555;25.34646334;-0.280908263;0.441007031;0.99995239
Gab1;ENSMUSG00000031714;90.56578293;0.206188513;0.44121536;0.99995239
Itpk1;ENSMUSG00000057963;17.27624506;0.399576244;0.441261057;0.99995239
Gstt2;ENSMUSG00000033318;3.945440048;-0.87301637;0.441363613;0.99995239
Map2k3os;ENSMUSG00000042549;4.244337022;-0.833979461;0.441402509;0.99995239
Trpc4ap;ENSMUSG00000038324;138.8675338;-0.088398202;0.441525239;0.99995239
Mff;ENSMUSG00000026150;72.03417058;-0.142695077;0.441617343;0.99995239
Gm12602;ENSMUSG00000085569;1.853161235;1.013648045;0.441922384;0.99995239
Prmt5;ENSMUSG00000023110;77.17519852;-0.135862578;0.442096407;0.99995239
Fhod1;ENSMUSG00000014778;61.03476196;-0.159427579;0.442153636;0.99995239
Hal;ENSMUSG00000020017;2.092278813;0.96409222;0.442162972;0.99995239
Atp6v1h;ENSMUSG00000033793;68.32784811;-0.147696611;0.44218371;0.99995239
Ptprv;ENSMUSG00000097993;1.972720024;0.987580573;0.442192096;0.99995239
Ror2;ENSMUSG00000021464;11.35808499;-0.456580814;0.44222888;0.99995239
Lepr;ENSMUSG00000057722;3.407425496;-0.955243468;0.442247616;0.99995239
Vwa8;ENSMUSG00000058997;64.74108443;-0.153146826;0.442312784;0.99995239
Zmym4;ENSMUSG00000042446;130.558198;-0.092491308;0.442327795;0.99995239
Pstpip2;ENSMUSG00000025429;17.33602445;0.398177174;0.442397878;0.99995239
Eif4e;ENSMUSG00000028156;135.1612113;-0.090012024;0.442415127;0.99995239
Myo1b;ENSMUSG00000018417;130.259301;0.179959351;0.442451973;0.99995239
Tgfbr1;ENSMUSG00000007613;60.49674741;-0.160186416;0.442558618;0.99995239
Qdpr;ENSMUSG00000015806;38.55770956;-0.21494826;0.442594214;0.99995239
Foxo4;ENSMUSG00000042903;55.23616068;-0.170075591;0.442810102;0.99995239
Grpel1;ENSMUSG00000029198;60.13807104;-0.160700077;0.442825474;0.99995239
Cdc42bpa;ENSMUSG00000026490;200.1414134;-0.06496179;0.443071716;0.99995239
Gm11944;ENSMUSG00000084941;2.69007276;-1.108971242;0.443214318;0.99995239
Trim27;ENSMUSG00000021326;43.57917871;-0.198307483;0.443308085;0.99995239
Zbtb45;ENSMUSG00000049600;13.86881956;-0.403149299;0.443630896;0.99995239
Itfg2;ENSMUSG00000001518;18.05337719;-0.34341095;0.443730297;0.99995239
Cbr4;ENSMUSG00000031641;13.03190804;-0.418469335;0.443768246;0.99995239
Arid1a;ENSMUSG00000007880;116.2709226;0.18710263;0.443948423;0.99995239
Lca5l;ENSMUSG00000045275;3.70632247;-0.901463058;0.443979774;0.99995239
Gm32618;ENSMUSG00000115317;11.53742317;-0.449838281;0.44427204;0.99995239
Nf1;ENSMUSG00000020716;222.7978039;0.14877053;0.444301797;0.99995239
Txnl1;ENSMUSG00000024583;140.5413569;0.174571659;0.444399162;0.99995239
Plce1;ENSMUSG00000024998;4.005219443;-0.857236736;0.444578443;0.99995239
Srpr;ENSMUSG00000032042;125.6562876;-0.09450599;0.444668583;0.99995239
Selenoi;ENSMUSG00000075703;61.81189409;-0.15687958;0.444733317;0.99995239
Txlng;ENSMUSG00000038344;34.67204891;-0.228552858;0.444789814;0.99995239
Slc12a6;ENSMUSG00000027130;27.13984518;-0.266473631;0.444815419;0.99995239
Acp2;ENSMUSG00000002103;57.1491013;-0.165239267;0.444943216;0.99995239
Ryk;ENSMUSG00000032547;221.602216;0.148897274;0.44495106;0.99995239
Atp6ap2;ENSMUSG00000031007;193.6254593;-0.066341451;0.445136657;0.99995239
Vezf1;ENSMUSG00000018377;117.0480548;-0.099573958;0.445192314;0.99995239
Pim1;ENSMUSG00000024014;35.32962225;-0.225572362;0.445230906;0.99995239
Zfp950;ENSMUSG00000074733;52.48630852;0.252590182;0.445365033;0.99995239
Vps36;ENSMUSG00000031479;49.97557394;-0.180282552;0.445471628;0.99995239
Cpsf6;ENSMUSG00000055531;195.8970763;-0.065585317;0.445471672;0.99995239
Bahd1;ENSMUSG00000040007;28.81366823;0.321173681;0.445472367;0.99995239
Wrb;ENSMUSG00000023147;35.80785741;-0.223477173;0.445519174;0.99995239
Ssrp1;ENSMUSG00000027067;439.258992;-0.027712157;0.445530331;0.99995239
Dym;ENSMUSG00000035765;27.91697731;0.325298175;0.445548716;0.99995239
Igsf10;ENSMUSG00000036334;43.22050235;0.272655745;0.445623579;0.99995239
Cd151;ENSMUSG00000025510;67.78983356;0.228486551;0.445761376;0.99995239
Mri1;ENSMUSG00000004996;15.12418685;-0.38006324;0.446059094;0.99995239
Rapgef3;ENSMUSG00000022469;25.58558092;0.336801358;0.446060018;0.99995239
Paip2;ENSMUSG00000037058;115.0753347;0.18710905;0.44627976;0.99995239
Maf1;ENSMUSG00000022553;55.05682249;-0.168719608;0.446298806;0.99995239
Arid4a;ENSMUSG00000048118;46.68770724;0.264098208;0.446323864;0.99995239
Akr1b8;ENSMUSG00000029762;80.7021828;-0.12988821;0.446586075;0.99995239
Ppp1r15a;ENSMUSG00000040435;45.85079571;-0.189990715;0.446794247;0.99995239
Dopey2;ENSMUSG00000022946;37.72079804;0.287289958;0.446857021;0.99995239
Bcar1;ENSMUSG00000031955;197.3915612;-0.064801014;0.446863585;0.99995239
Lamtor2;ENSMUSG00000028062;35.15028407;0.295530534;0.446929114;0.99995239
Drosha;ENSMUSG00000022191;170.3114954;-0.073514641;0.446946238;0.99995239
Elavl1;ENSMUSG00000040028;133.1884913;-0.089558825;0.447236644;0.99995239
Slc25a20;ENSMUSG00000032602;32.04175554;0.30650969;0.44746787;0.99995239
Hook1;ENSMUSG00000028572;5.798601283;-0.676462607;0.447642186;0.99995239
Gatsl2;ENSMUSG00000015944;97.08173694;-0.113440142;0.447680385;0.99995239
Aimp2;ENSMUSG00000029610;18.89028872;-0.330481963;0.447728328;0.99995239
Prokr1;ENSMUSG00000049409;8.18977707;0.53966367;0.447856006;0.99995239
D10Wsu102e;ENSMUSG00000020255;137.074152;0.175114832;0.448106152;0.99995239
Nek2;ENSMUSG00000026622;57.26866009;-0.163447987;0.448181947;0.99995239
Sptlc1;ENSMUSG00000021468;29.35168278;-0.251257388;0.448435898;0.99995239
Impdh1;ENSMUSG00000003500;43.51939932;0.270523979;0.448536287;0.99995239
Slc25a27;ENSMUSG00000023912;8.010438886;0.543861572;0.448700343;0.99995239
Ppp2r1b;ENSMUSG00000032058;64.50196685;-0.15062072;0.448737983;0.99995239
Hnrnpa3;ENSMUSG00000059005;620.8090137;0.107735879;0.448839801;0.99995239
8030462N17Rik;ENSMUSG00000047466;35.98719559;0.291601347;0.449128117;0.99995239
Prkaa1;ENSMUSG00000050697;119.0805542;-0.096972482;0.449218298;0.99995239
Rpl23a;ENSMUSG00000058546;194.4025915;-0.065061167;0.449291747;0.99995239
Csk;ENSMUSG00000032312;63.66505532;-0.151620198;0.449488945;0.99995239
Paqr4;ENSMUSG00000023909;7.233306755;0.566829422;0.449546353;0.99995239
Crip2;ENSMUSG00000006356;99.29357455;0.196438779;0.44978783;0.99995239
Csnk1g1;ENSMUSG00000032384;75.2024785;-0.135061232;0.449920617;0.99995239
Plau;ENSMUSG00000021822;14.40683412;0.424188828;0.449947656;0.99995239
Eif2s2;ENSMUSG00000074656;286.0444035;-0.044939225;0.449967702;0.99995239
B3galnt1;ENSMUSG00000043300;13.74926077;-0.398477859;0.449972543;0.99995239
Eif3i;ENSMUSG00000028798;77.71321307;-0.131979598;0.449977643;0.99995239
Ints6;ENSMUSG00000035161;50.21469152;0.254964379;0.450013293;0.99995239
Dok6;ENSMUSG00000073514;1.374926077;1.127808734;0.450038912;0.99995239
Zmiz1;ENSMUSG00000007817;249.3398552;-0.05151842;0.450252183;0.99995239
Arvcf;ENSMUSG00000000325;23.5530815;0.345792535;0.450275289;0.99995239
Rasa3;ENSMUSG00000031453;134.9818732;0.175474505;0.450295656;0.99995239
Card19;ENSMUSG00000037960;18.29249477;0.383738816;0.450408216;0.99995239
Ncbp2;ENSMUSG00000022774;127.8083458;-0.09147199;0.450424301;0.99995239
Ddx23;ENSMUSG00000003360;166.4856142;-0.07396197;0.450453643;0.99995239
Serf2;ENSMUSG00000074884;57.02954252;0.242350638;0.450506129;0.99995239
Tpp2;ENSMUSG00000041763;156.920911;-0.07764938;0.45053141;0.99995239
Braf;ENSMUSG00000002413;94.98945813;0.19943991;0.450589912;0.99995239
Gm15387;ENSMUSG00000082585;6.755071598;-0.611326508;0.450697124;0.99995239
Gbp9;ENSMUSG00000029298;25.04756637;-0.275603544;0.45070802;0.99995239
04-sept;ENSMUSG00000020486;3.825881259;-0.867096399;0.450830017;0.99995239
Tmem185a;ENSMUSG00000073139;38.61748896;-0.209816295;0.450834567;0.99995239
Zfp41;ENSMUSG00000047003;19.12940629;0.3763092;0.450961642;0.99995239
Prmt2;ENSMUSG00000020230;39.93263564;-0.205225487;0.451063111;0.99995239
Med17;ENSMUSG00000031935;41.78579687;-0.199268923;0.451151609;0.99995239
Adrm1;ENSMUSG00000039041;76.57740457;-0.132817984;0.451259787;0.99995239
Tor4a;ENSMUSG00000059555;23.13462574;-0.289035228;0.451272117;0.99995239
Trim35;ENSMUSG00000022043;149.3887073;-0.080596598;0.45131024;0.99995239
Serpine1;ENSMUSG00000037411;203.728177;-0.061808919;0.451775797;0.99995239
Ngef;ENSMUSG00000026259;12.25477591;-0.425112986;0.45181343;0.99995239
Jpt1;ENSMUSG00000020737;50.99182365;-0.174515782;0.452116091;0.99995239
Spire2;ENSMUSG00000010154;6.814850992;-0.60565903;0.452172355;0.99995239
Tcaf1;ENSMUSG00000036667;84.1096083;0.208195016;0.452176369;0.99995239
Otud7b;ENSMUSG00000038495;159.9098807;0.164748712;0.452201253;0.99995239
Emc2;ENSMUSG00000022337;41.90535566;0.272695967;0.452546866;0.99995239
Ccdc62;ENSMUSG00000061882;9.504923753;-0.494614956;0.452596156;0.99995239
Pdxdc1;ENSMUSG00000022680;209.1083226;-0.060146006;0.45272205;0.99995239
Grk2;ENSMUSG00000024858;72.63196452;-0.137176123;0.452726814;0.99995239
Bbs9;ENSMUSG00000035919;14.28727533;0.423462864;0.452761737;0.99995239
Emsy;ENSMUSG00000035401;88.17460714;0.204305918;0.45284462;0.99995239
Gphn;ENSMUSG00000047454;23.73241968;0.343023089;0.45298782;0.99995239
Zfp454;ENSMUSG00000048728;1.614043656;1.051205783;0.453028583;0.99995239
9330020H09Rik;ENSMUSG00000091050;2.570513971;-1.110497096;0.453053246;0.99995239
Slc25a23;ENSMUSG00000046329;79.9898259;0.224820625;0.453106579;0.99995239
Adcyap1r1;ENSMUSG00000029778;8.369115254;-0.533407439;0.453122629;0.99995239
Gm45874;ENSMUSG00000110683;1.195587893;1.186484641;0.45313899;0.99995239
Ndufb11;ENSMUSG00000031059;29.29190339;-0.248316113;0.453155518;0.99995239
Spast;ENSMUSG00000024068;54.75792552;-0.165884125;0.453309194;0.99995239
Ralgapa2;ENSMUSG00000037110;59.18160072;-0.15746976;0.453329341;0.99995239
Eaf2;ENSMUSG00000022838;4.842130968;-0.743974425;0.453348942;0.99995239
Ccdc93;ENSMUSG00000026339;55.95351341;0.242910075;0.453477301;0.99995239
Dhx29;ENSMUSG00000042426;47.94307453;-0.180976371;0.453555031;0.99995239
Chad;ENSMUSG00000039084;1.733602445;1.019665551;0.453771242;0.99995239
Iffo1;ENSMUSG00000038271;18.89028872;-0.325048077;0.453868912;0.99995239
Dennd4a;ENSMUSG00000053641;78.13166883;0.213458503;0.453913142;0.99995239
Cdc42ep2;ENSMUSG00000045664;7.352865544;0.558364558;0.453927212;0.99995239
Calhm2;ENSMUSG00000033033;6.575733414;0.585034018;0.454108928;0.99995239
Nmt1;ENSMUSG00000020936;195.8970763;-0.063402392;0.454182024;0.99995239
Slc35c2;ENSMUSG00000017664;18.77072993;0.377022336;0.454206145;0.99995239
Rps21;ENSMUSG00000039001;61.93145288;-0.152310446;0.454217054;0.99995239
Ddx42;ENSMUSG00000020705;148.6713545;-0.080034537;0.454350652;0.99995239
Eif3h;ENSMUSG00000022312;201.8750158;-0.061674297;0.454389691;0.99995239
Fam234a;ENSMUSG00000024187;111.3092329;0.186871994;0.45460101;0.99995239
Tmem29;ENSMUSG00000041353;19.0696269;-0.322500016;0.454639795;0.99995239
Zdhhc4;ENSMUSG00000001844;30.78638826;-0.239488336;0.454937833;0.99995239
Ddhd1;ENSMUSG00000037697;20.74344995;0.36117533;0.455095455;0.99995239
Cdca8;ENSMUSG00000028873;40.94888535;-0.199593735;0.455151385;0.99995239
Prrg3;ENSMUSG00000033361;4.543233995;-0.769888426;0.455202393;0.99995239
Rab3gap1;ENSMUSG00000036104;84.94651983;-0.12192776;0.455217765;0.99995239
Glod4;ENSMUSG00000017286;20.80322935;-0.30517414;0.455330095;0.99995239
Cwc25;ENSMUSG00000018541;29.29190339;0.313241784;0.455656554;0.99995239
Fam84b;ENSMUSG00000072568;24.98778697;-0.272156243;0.455832259;0.99995239
Pla2g16;ENSMUSG00000060675;10.16249709;0.485602853;0.455845183;0.99995239
Zfp971;ENSMUSG00000074519;12.01565833;0.452307634;0.456269868;0.99995239
Pam;ENSMUSG00000026335;169.8930397;0.160274057;0.456351315;0.99995239
Ppm1e;ENSMUSG00000046442;21.10212632;0.357771318;0.456405857;0.99995239
Runx2;ENSMUSG00000039153;86.02254893;-0.120317415;0.456574505;0.99995239
Gon4l;ENSMUSG00000054199;83.81071133;-0.122552634;0.456634554;0.99995239
Prepl;ENSMUSG00000024127;94.09276721;-0.11274665;0.456656873;0.99995239
Ubox5;ENSMUSG00000027300;11.1787468;-0.443535134;0.456712392;0.99995239
Tamm41;ENSMUSG00000030316;16.91756869;-0.344691061;0.457063384;0.99995239
Zfp111;ENSMUSG00000087598;29.71035915;0.310644102;0.457078839;0.99995239
Rrp1;ENSMUSG00000061032;127.4496694;0.177206828;0.457082271;0.99995239
Cep57;ENSMUSG00000031922;62.29012925;-0.150404612;0.457099221;0.99995239
Slc25a37;ENSMUSG00000034248;122.7868767;0.179561288;0.457228153;0.99995239
Retreg1;ENSMUSG00000022270;108.2007044;-0.101472951;0.457298057;0.99995239
Gapvd1;ENSMUSG00000026867;106.4671019;-0.102706992;0.45730135;0.99995239
Actr3;ENSMUSG00000026341;308.1627795;-0.040072865;0.457352032;0.99995239
Gnptab;ENSMUSG00000035311;53.68189641;-0.166022211;0.457500705;0.99995239
Itpripl1;ENSMUSG00000074825;10.22227649;0.482877644;0.457542772;0.99995239
Slc25a39;ENSMUSG00000018677;109.6951892;-0.10033099;0.457599185;0.99995239
Pimreg;ENSMUSG00000020808;14.76551048;-0.373865305;0.457615381;0.99995239
Dnaja2;ENSMUSG00000031701;298.0600618;0.132637688;0.457715594;0.99995239
Glb1;ENSMUSG00000045594;57.74689525;-0.157958093;0.457822243;0.99995239
Dbi;ENSMUSG00000026385;57.68711586;-0.158044882;0.457871414;0.99995239
Mecr;ENSMUSG00000028910;12.07543772;-0.421878292;0.45798614;0.99995239
Ldhd;ENSMUSG00000031958;4.961689758;-0.723668741;0.457988806;0.99995239
Slc30a1;ENSMUSG00000037434;18.17293598;0.379426296;0.458039821;0.99995239
Bloc1s5;ENSMUSG00000038982;11.29830559;-0.439119844;0.458043764;0.99995239
Rbm17;ENSMUSG00000037197;70.42012692;-0.137843818;0.458117247;0.99995239
Slc6a9;ENSMUSG00000028542;67.55071598;-0.141841225;0.45815609;0.99995239
Myom1;ENSMUSG00000024049;10.58095286;-0.456692473;0.458190078;0.99995239
Gtf2h3;ENSMUSG00000029387;35.44918104;-0.216975696;0.458294824;0.99995239
Prdx4;ENSMUSG00000025289;63.78461411;-0.147209539;0.458860823;0.99995239
Gpr137c;ENSMUSG00000049092;13.09168743;0.434065395;0.459110913;0.99995239
Sacm1l;ENSMUSG00000025240;41.12822353;-0.19675283;0.459163058;0.99995239
Wdr17;ENSMUSG00000039375;9.98315891;-0.47156937;0.459332117;0.99995239
Glrx5;ENSMUSG00000021102;26.84094821;-0.257764779;0.459381579;0.99995239
Rnf181;ENSMUSG00000055850;46.0301339;0.259548104;0.459450733;0.99995239
Eif4a3;ENSMUSG00000025580;104.8530583;-0.10311337;0.459546815;0.99995239
Fcho2;ENSMUSG00000041685;59.54027709;-0.153908647;0.459606657;0.99995239
Arhgef11;ENSMUSG00000041977;76.15894881;-0.129604481;0.460373216;0.99995239
Kri1;ENSMUSG00000035047;16.31977474;-0.349127943;0.460428247;0.99995239
Dhx8;ENSMUSG00000034931;70.89836208;-0.136153217;0.46059404;0.99995239
Msx1;ENSMUSG00000048450;3.70632247;-0.860821073;0.460597664;0.99995239
Opa1;ENSMUSG00000038084;138.6284162;-0.082784411;0.460656212;0.99995239
Espl1;ENSMUSG00000058290;48.12241271;-0.17672564;0.460856438;0.99995239
Tipin;ENSMUSG00000032397;82.61512343;-0.12215142;0.460896068;0.99995239
Hmgcl;ENSMUSG00000028672;19.42830327;0.367056887;0.461025378;0.99995239
Tro;ENSMUSG00000025272;22.65639058;-0.285051798;0.461038486;0.99995239
Serpinf1;ENSMUSG00000000753;29.71035915;0.308422862;0.461050061;0.99995239
Pycr2;ENSMUSG00000026520;27.97675671;-0.249946958;0.461139226;0.99995239
Pmf1;ENSMUSG00000028066;53.32322005;-0.164922664;0.461244889;0.99995239
Ola1;ENSMUSG00000027108;70.30056813;-0.136670757;0.461266574;0.99995239
Sowahc;ENSMUSG00000098188;21.40102329;0.352523794;0.461302431;0.99995239
Tmem192;ENSMUSG00000025521;20.86300874;-0.299631316;0.461385694;0.99995239
Asah1;ENSMUSG00000031591;244.2586066;0.140688545;0.461497922;0.99995239
Micall1;ENSMUSG00000033039;46.68770724;-0.179916949;0.461536179;0.99995239
Cog2;ENSMUSG00000031979;46.56814845;-0.180192098;0.461588765;0.99995239
Maged2;ENSMUSG00000025268;75.08291971;-0.130379181;0.461659541;0.99995239
F730043M19Rik;ENSMUSG00000052125;158.7142928;-0.07383538;0.461683977;0.99995239
Dnajc2;ENSMUSG00000029014;79.6261537;-0.125011253;0.461857495;0.99995239
Nol6;ENSMUSG00000028430;66.77358385;-0.141267303;0.462073675;0.99995239
Gchfr;ENSMUSG00000046814;8.907129806;-0.501302419;0.462206883;0.99995239
Sesn1;ENSMUSG00000038332;162.4206153;0.161309818;0.46228748;0.99995239
Rabl3;ENSMUSG00000022827;21.16190571;-0.296227801;0.462356655;0.99995239
Cyp4v3;ENSMUSG00000079057;16.02087777;0.396519856;0.462495694;0.99995239
Yipf3;ENSMUSG00000071074;56.0730722;-0.158830988;0.462580534;0.99995239
Sh2b2;ENSMUSG00000005057;3.766101864;0.727530026;0.462681218;0.99995239
Ppat;ENSMUSG00000029246;117.4665105;-0.093535876;0.462914701;0.99995239
4930523C07Rik;ENSMUSG00000090394;13.74926077;0.422256093;0.462929079;0.99995239
Smc4;ENSMUSG00000034349;554.9919001;0.109241642;0.462968817;0.99995239
Rbck1;ENSMUSG00000027466;42.38359082;-0.190840485;0.462976072;0.99995239
Myl6b;ENSMUSG00000039824;23.43352271;-0.27763168;0.463034767;0.99995239
Tmem184c;ENSMUSG00000031617;102.2825443;-0.103787294;0.463152004;0.99995239
Rnf4;ENSMUSG00000029110;180.9522277;-0.065629197;0.463204695;0.99995239
Erfe;ENSMUSG00000047443;10.28205588;-0.4584204;0.463212695;0.99995239
Cfap157;ENSMUSG00000038987;4.064998838;-0.806460601;0.463351102;0.99995239
Inpp5k;ENSMUSG00000006127;16.8577893;0.387525228;0.463462389;0.99995239
Prps2;ENSMUSG00000025742;118.6620984;-0.092628599;0.463478531;0.99995239
1190001M18Rik;ENSMUSG00000111857;3.168307918;0.780492282;0.463714608;0.99995239
Kmt5c;ENSMUSG00000059851;9.325585569;0.496029012;0.463778472;0.99995239
Magi3;ENSMUSG00000052539;159.6707632;0.161880014;0.4638393;0.99995239
Bnip3;ENSMUSG00000078566;30.2483737;0.304591316;0.463936399;0.99995239
Rsph3b;ENSMUSG00000023806;9.026688595;-0.494775541;0.46407633;0.99995239
Fam131a;ENSMUSG00000050821;17.15668627;0.384252152;0.464103628;0.99995239
Xab2;ENSMUSG00000019470;70.42012692;-0.135290374;0.464156948;0.99995239
Fbxw2;ENSMUSG00000035949;68.50718629;0.220490525;0.464316085;0.99995239
Cct2;ENSMUSG00000034024;388.7454035;-0.029193955;0.464332025;0.99995239
Slc14a1;ENSMUSG00000059336;48.54086847;-0.173929606;0.464333062;0.99995239
Mgst1;ENSMUSG00000008540;14.70573109;-0.368012579;0.464348882;0.99995239
Mdm1;ENSMUSG00000020212;19.90653843;0.361055492;0.464516919;0.99995239
Rhof;ENSMUSG00000029449;10.70051165;0.467540455;0.464538584;0.99995239
Prkce;ENSMUSG00000045038;35.74807801;0.284411062;0.464611843;0.99995239
Las1l;ENSMUSG00000057421;72.57218513;-0.132277912;0.464648044;0.99995239
Slc38a4;ENSMUSG00000022464;6.874630387;-0.582189813;0.464841533;0.99995239
Mmp13;ENSMUSG00000050578;2.749852155;0.826153034;0.464845502;0.99995239
Rbm4b;ENSMUSG00000033760;32.22109373;0.296391999;0.464903275;0.99995239
Rpl30;ENSMUSG00000058600;128.286581;-0.086669247;0.465096522;0.99995239
Igf2bp1;ENSMUSG00000013415;74.78402273;0.212956853;0.465135819;0.99995239
Oat;ENSMUSG00000030934;174.496053;-0.067189579;0.465289517;0.99995239
Nin;ENSMUSG00000021068;36.46543075;0.2818096;0.465294551;0.99995239
Pdpk1;ENSMUSG00000024122;151.6005449;0.164414574;0.46548944;0.99995239
Ttll3;ENSMUSG00000030276;9.385364963;0.493015631;0.465591039;0.99995239
Ndufb10;ENSMUSG00000040048;36.16653378;0.282571746;0.465626649;0.99995239
H1fx;ENSMUSG00000044927;7.412644939;-0.555012644;0.465635034;0.99995239
Map2k2;ENSMUSG00000035027;71.67549421;-0.13298891;0.465710081;0.99995239
Erf;ENSMUSG00000040857;49.91579455;0.248484984;0.466081407;0.99995239
Plin4;ENSMUSG00000002831;16.14043656;-0.346010439;0.466191494;0.99995239
Tmem88;ENSMUSG00000045377;1.853161235;0.969253925;0.466602489;0.99995239
Ccdc120;ENSMUSG00000031150;19.00984751;-0.312617123;0.466735053;0.99995239
Abcc4;ENSMUSG00000032849;55.11660189;-0.158643796;0.466814024;0.99995239
Parp3;ENSMUSG00000023249;114.7764378;-0.093936397;0.466846211;0.99995239
Vat1;ENSMUSG00000034993;160.8663511;0.160700616;0.466866229;0.99995239
4930522L14Rik;ENSMUSG00000072762;19.48808266;0.362624641;0.466911678;0.99995239
Gtse1;ENSMUSG00000022385;28.69410944;-0.241973374;0.467031961;0.99995239
Dap3;ENSMUSG00000068921;75.44159607;-0.127747542;0.467072364;0.99995239
Cdc14b;ENSMUSG00000033102;22.89550816;-0.278371979;0.467258519;0.99995239
Mmab;ENSMUSG00000029575;36.46543075;-0.20768168;0.467294213;0.99995239
Cd68;ENSMUSG00000018774;4.842130968;-0.715960049;0.467347278;0.99995239
Arl15;ENSMUSG00000042348;36.88388651;-0.206125091;0.467364719;0.99995239
Trerf1;ENSMUSG00000064043;39.99241503;0.270603157;0.467370157;0.99995239
Cyb561a3;ENSMUSG00000034445;37.24256288;-0.204820008;0.467412093;0.99995239
Spata6;ENSMUSG00000034401;39.15550351;-0.198281184;0.467475583;0.99995239
Hsd17b10;ENSMUSG00000025260;38.73704775;-0.199653909;0.467487569;0.99995239
Rpain;ENSMUSG00000018449;17.33602445;0.380165766;0.467535877;0.99995239
Gramd1c;ENSMUSG00000036292;6.994189176;-0.571875053;0.467571866;0.99995239
Ppp1r7;ENSMUSG00000026275;64.50196685;-0.142200297;0.467664342;0.99995239
